car_id,worker_id,fix_date,work_type,destroy_degree,work_duration
d-2109686j,VR,2020-3-25 14:12,refuel_check,1.0,32
u29695600e,UN,2020-3-8 8:14,reparking,1.0,25
v-1730983R,SG,2020-2-26 0:23,reparking,1.0,20
u21168983D,SN,2020-2-16 23:48,reparking,1.0,25
i31421704Y,QL,2020-1-24 0:44,reparking,1.0,21
d19359573S,DL,2020-1-21 22:26,reparking,1.0,24
X10967418c,HC,2020-2-8 19:57,reparking,1.0,28
h-1451730v,BJ,2020-1-1 20:9,repair,4.0,3
C15164392z,ZL,2020-2-9 18:51,repair,6.5,27
H21489304G,BW,2020-3-6 10:49,repair,4.3,4
H18110876A,CC,2020-2-25 2:3,repair,4.4,13
H-4258275m,EM,2020-2-21 10:13,reparking,1.0,29
E48110445u,GR,2020-3-6 9:42,reparking,1.0,26
g-1944591e,PK,2020-2-13 9:5,reparking,1.0,28
P17953716g,LH,2020-2-22 15:20,repair,10.0,58
C-4338027c,KT,2020-1-14 14:12,reparking,9.0,48
N18957837j,FZ,2020-1-30 14:22,reparking,1.0,35
s-4092655x,SK,2020-1-30 15:9,repair,10.0,56
z10378875g,RK,2020-3-8 4:45,reparking,10.0,65
J-8699353u,KG,2020-1-10 10:9,repair,4.0,1
o-8858693p,HV,2020-3-12 21:5,reparking,1.0,25
T-1979577d,VK,2020-1-11 9:11,reparking,1.0,27
M-1236720D,HC,2020-3-11 2:28,repair,5.3,20
J-1519931T,ZR,2020-3-22 22:56,repair,5.9,23
m73284992F,FV,2020-2-7 14:28,repair,6.3,19
t17276860j,KM,2020-1-20 12:7,repair,5.0,15
a68025486E,LS,2020-2-17 4:12,repair,5.2,16
V15348382y,MZ,2020-3-5 19:5,reparking,1.0,27
I18827052n,UZ,2020-2-4 22:45,reparking,1.0,26
m47130393l,GZ,2020-1-9 21:17,repair,4.2,6
w-8656872Z,VR,2020-1-24 12:27,repair,5.0,10
g-2283000q,JR,2020-2-17 5:54,reparking,1.0,24
d13892145k,LS,2020-2-7 11:0,refuel_check,1.0,34
p-1641833m,IN,2020-3-9 16:23,repair,7.6,34
X12788823V,MS,2020-1-21 17:3,reparking,1.0,29
w-2122585e,QW,2020-1-1 8:6,reparking,1.0,30
v24501032Z,XP,2020-2-3 7:45,reparking,1.0,27
d19132071d,ZB,2020-3-10 19:36,reparking,1.0,26
d-8576748Q,JS,2020-1-6 7:17,reparking,1.0,24
w-1757702F,BJ,2020-1-7 16:46,repair,5.6,16
K-1675111t,LF,2020-3-21 8:7,refuel_check,1.0,24
H97009055R,ZL,2020-2-30 23:15,repair,6.7,34
g-4536331j,PB,2020-1-1 3:8,reparking,1.0,23
i-1648732d,CJ,2020-3-15 8:55,refuel_check,9.0,54
H16125822e,NW,2020-2-5 18:26,repair,4.8,9
w23811317g,AF,2020-2-14 4:39,repair,6.2,28
l21849080k,DW,2020-3-14 19:33,repair,6.9,29
Y-1266722f,NP,2020-1-25 13:43,repair,5.1,11
k-5059454A,VV,2020-3-30 23:8,refuel_check,5.0,65
L-4889905g,YN,2020-2-1 0:20,repair,6.3,31
p-3327570V,FK,2020-1-4 3:9,refuel,1.0,21
O-5258966R,HT,2020-3-13 7:20,reparking,1.0,26
O-1114284b,ZP,2020-2-26 5:41,repair,6.3,31
I-2189520Y,YK,2020-2-8 18:24,repair,5.5,17
F-5963184s,JL,2020-2-18 17:33,refuel,1.0,29
S12759270J,LW,2020-2-3 7:3,refuel,1.0,25
N-1766675j,BY,2020-1-24 13:49,repair,3.9,3
E22476230A,NK,2020-1-18 21:10,reparking,1.0,26
d-1191791F,PG,2020-2-2 21:7,reparking,1.0,26
Q-6236402F,GW,2020-3-5 15:16,refuel_check,1.0,32
V-1058917A,UZ,2020-3-7 7:2,repair,5.6,19
b37898483B,PV,2020-2-13 6:7,repair,6.2,26
W-1942072H,VK,2020-3-9 10:12,reparking,1.0,29
P20002659z,EO,2020-2-5 1:53,reparking,1.0,21
K-3971663p,DB,2020-3-15 22:21,reparking,5.0,56
E-4001328d,SK,2020-2-10 20:45,reparking,8.0,44
m-1140624S,JK,2020-3-8 11:0,reparking,1.0,28
R-1797279a,VG,2020-3-24 4:38,repair,5.1,19
v-9234388J,QO,2020-1-21 12:34,repair,4.4,2
s-8312774q,OM,2020-1-10 4:40,reparking,9.0,48
v-7054365O,EY,2020-1-3 1:23,repair,5.6,27
y11935658q,QD,2020-3-1 21:0,reparking,1.0,26
Q20350184W,YF,2020-1-2 11:17,repair,3.2,8
u19545404h,AM,2020-3-12 20:59,repair,5.0,26
i-2125059a,IB,2020-1-28 1:4,repair,4.5,12
u20670898G,TX,2020-3-12 13:59,reparking,1.0,32
n-8990441z,OT,2020-2-28 23:33,repair,4.9,14
U22436282H,JF,2020-2-18 22:19,repair,5.0,37
s-1070927u,ZD,2020-1-3 3:33,repair,7.9,46
G-2226752k,TV,2020-3-8 18:58,refuel,1.0,28
v-1155372j,KZ,2020-1-14 8:42,reparking,1.0,28
B-1232981t,VR,2020-3-2 4:26,reparking,1.0,23
K-2141030h,UB,2020-1-16 19:4,reparking,10.0,59
K-2121488X,SR,2020-3-22 6:12,repair,4.2,6
H56874337I,QD,2020-2-27 7:9,repair,5.9,23
r-9019459m,QG,2020-2-17 10:18,repair,4.8,9
W-1085488J,TR,2020-1-8 22:40,reparking,1.0,26
Z-3125529h,UG,2020-2-3 1:41,repair,10.0,70
Y21723655j,JY,2020-3-24 21:32,refuel_check,1.0,27
C23250927C,LF,2020-3-4 5:3,reparking,1.0,25
c-5615180M,ZG,2020-1-10 1:10,repair,10.0,69
I96387228J,BV,2020-1-3 2:44,repair,5.0,20
r-2150771s,PF,2020-3-19 2:14,repair,5.2,21
I15837837J,IY,2020-1-30 20:11,reparking,1.0,27
P56763603O,JD,2020-2-24 20:7,repair,3.5,1
d-1627526q,FH,2020-3-24 11:49,reparking,1.0,29
r12485993Y,GL,2020-1-23 11:20,reparking,1.0,31
S55044905B,DL,2020-3-18 5:58,reparking,1.0,24
i12167734p,JT,2020-1-22 9:9,reparking,8.0,39
T-1440241N,IM,2020-2-24 23:3,reparking,1.0,24
l57128172Q,AF,2020-1-23 5:1,reparking,1.0,24
S11905138M,ZR,2020-3-8 22:53,repair,6.0,24
i10103684i,QJ,2020-1-9 3:33,reparking,1.0,20
L13493904m,WF,2020-2-11 7:5,repair,6.1,27
e22835001P,RC,2020-2-14 16:39,repair,3.9,1
n-1502387M,VV,2020-1-23 2:55,reparking,1.0,17
x-1299683h,ZJ,2020-3-6 22:11,reparking,1.0,25
U55413283u,OL,2020-2-25 4:33,repair,5.3,19
J-2227260C,YC,2020-2-3 0:19,reparking,1.0,20
c46100183j,PV,2020-1-13 18:5,repair,6.1,24
q-5999331f,GJ,2020-2-25 16:23,refuel_check,1.0,31
c18052201Q,PV,2020-1-9 4:10,repair,5.4,18
A-1784046i,FT,2020-3-9 1:33,reparking,1.0,18
p22304025u,PV,2020-1-8 13:28,reparking,1.0,33
I47101924n,AM,2020-2-7 17:33,reparking,1.0,32
B-8541235p,UZ,2020-1-22 3:11,reparking,1.0,20
r89880873T,JH,2020-2-9 23:52,refuel_check,1.0,24
X73810314E,AS,2020-3-15 8:45,repair,6.6,29
f17295371z,MY,2020-3-22 17:16,repair,10.0,58
H-3434345i,BT,2020-1-21 2:6,repair,5.6,24
T-1805505r,UM,2020-1-11 1:39,repair,6.1,31
v77404713z,FC,2020-2-15 3:17,refuel,1.0,25
g21476323Y,CT,2020-3-20 1:38,repair,5.0,34
V20296571Z,EJ,2020-2-18 15:3,reparking,8.0,36
o-5397363T,QB,2020-3-23 14:15,reparking,1.0,32
f11975477T,PW,2020-1-7 5:6,repair,5.0,29
X-2263190K,SZ,2020-2-8 0:16,reparking,8.0,48
a-2111343W,KL,2020-3-29 23:19,refuel,1.0,23
W-1949796N,TB,2020-2-6 1:9,repair,5.6,24
N-3121550V,YF,2020-3-13 3:24,repair,5.0,44
y53052788O,VW,2020-1-18 5:18,repair,5.9,24
d54261887d,ED,2020-1-2 14:45,repair,6.1,18
I20900258y,NJ,2020-1-5 18:27,reparking,1.0,30
f-1825133R,EO,2020-3-19 1:12,repair,6.9,38
l-1607581F,KX,2020-3-26 17:8,repair,6.5,24
J-1782910O,KW,2020-3-7 21:14,refuel_check,1.0,26
N19589603r,MJ,2020-3-27 21:27,reparking,1.0,26
D-7723622B,HZ,2020-1-7 15:17,reparking,1.0,32
d37118079d,PH,2020-3-20 6:26,repair,7.1,35
s33927254Y,WY,2020-3-16 9:2,refuel_check,1.0,28
l69679835h,DC,2020-3-10 20:2,repair,5.6,17
G-1689492g,AO,2020-2-15 0:5,repair,5.1,21
b16524531u,IH,2020-2-8 0:46,reparking,1.0,17
U-1897169L,GP,2020-2-30 17:31,repair,5.9,15
K-1514397X,CX,2020-3-7 0:26,repair,5.3,22
B11239506t,AP,2020-2-4 2:6,repair,4.4,14
B15081492o,FH,2020-2-23 17:30,reparking,1.0,31
t11315883F,PO,2020-2-13 10:4,reparking,1.0,32
r-7396117p,KL,2020-1-27 3:7,reparking,1.0,22
b-1050475p,AH,2020-1-3 22:37,reparking,1.0,26
A14861843I,ED,2020-2-13 21:16,repair,5.4,17
g-1760425A,BY,2020-3-1 9:33,refuel_check,1.0,30
N-9781014K,YH,2020-1-7 12:29,repair,5.8,17
A11922887f,DD,2020-2-11 16:2,repair,6.6,24
L-1227525r,IK,2020-3-10 3:2,reparking,1.0,23
i-1095441d,FK,2020-3-28 0:5,reparking,1.0,18
U16614632F,TY,2020-2-17 13:37,reparking,1.0,31
j-2223695S,GJ,2020-2-3 4:31,repair,5.8,22
H15345413o,HG,2020-2-18 0:25,reparking,1.0,18
Z17599412A,LZ,2020-3-26 18:31,repair,3.8,3
l13884760f,JS,2020-1-28 8:20,repair,5.9,20
A10692422a,OS,2020-3-17 19:28,repair,5.3,12
A-6054905F,GB,2020-1-8 3:4,repair,6.7,34
I98930031r,UZ,2020-1-12 3:51,repair,4.4,12
Q15313356b,KJ,2020-1-5 4:36,reparking,1.0,23
h10096493s,HD,2020-1-9 5:50,repair,4.6,12
S-8715402c,AC,2020-3-20 12:20,repair,5.0,19
L94218328d,IB,2020-3-20 8:5,reparking,10.0,61
M-1351643L,PG,2020-3-10 16:6,reparking,1.0,30
I-5434170l,WP,2020-2-26 4:2,reparking,1.0,24
g-1247997Z,SH,2020-1-30 19:26,reparking,1.0,27
w16163650F,EJ,2020-2-7 14:23,reparking,1.0,31
I-5970052e,CB,2020-1-5 6:22,repair,5.0,30
o90119190V,RR,2020-3-26 17:54,reparking,1.0,28
g-1742741c,JV,2020-2-5 20:38,repair,5.6,18
q30806358i,BL,2020-1-14 20:41,repair,5.0,13
w15600381D,CN,2020-3-18 18:23,reparking,9.0,48
K13600113i,UM,2020-3-18 3:11,repair,7.1,40
t54756416j,SV,2020-3-26 3:51,repair,8.0,46
a-1388740X,FX,2020-2-11 10:15,reparking,1.0,29
c-1204255L,ZM,2020-2-21 12:55,repair,8.6,46
O23192334Z,OK,2020-3-1 0:59,repair,5.9,29
H-2218041i,VR,2020-2-23 10:36,repair,5.0,16
w-2228220D,DR,2020-2-22 3:32,reparking,1.0,23
n81763737L,EC,2020-1-11 7:12,reparking,1.0,26
T17971896t,TS,2020-1-9 22:31,reparking,1.0,27
z10430541i,CG,2020-2-11 12:36,repair,6.1,19
Z-1350437Z,PR,2020-2-21 11:15,reparking,1.0,32
s-1227750Q,SC,2020-1-19 13:42,reparking,1.0,29
b-1016644U,XY,2020-1-10 17:13,reparking,5.0,48
F-2091675H,GS,2020-3-24 8:6,repair,3.9,1
O-9487423J,UR,2020-2-16 2:25,repair,4.5,13
q-1010002z,TY,2020-3-7 13:2,repair,6.3,21
y17958394w,HK,2020-3-24 7:34,repair,4.5,9
z11959313t,TR,2020-2-8 10:14,reparking,1.0,32
K91014117o,US,2020-2-18 17:35,refuel_check,1.0,28
D14445025c,JT,2020-2-15 0:44,repair,6.3,34
c13976633o,CW,2020-2-12 0:31,reparking,1.0,20
z16908407t,LO,2020-1-4 6:14,reparking,1.0,25
p-7727399o,EY,2020-2-2 2:44,reparking,1.0,20
G-1183057B,KH,2020-1-20 18:1,refuel_check,1.0,31
N16753727A,QF,2020-1-27 18:32,repair,7.0,31
N29840074e,OR,2020-3-12 11:45,repair,8.1,40
V70870192k,UP,2020-3-17 5:38,repair,6.6,28
m92437987f,JK,2020-1-19 8:19,repair,4.7,6
i-4298300y,QJ,2020-3-4 22:23,reparking,1.0,24
m22143297y,ER,2020-2-24 1:30,repair,5.0,42
B43377576R,VY,2020-1-16 7:35,repair,6.7,31
i-1260000J,QR,2020-1-18 20:9,refuel,1.0,28
J-7902945N,NJ,2020-3-29 16:40,reparking,1.0,29
U-1440005A,BZ,2020-3-7 6:8,repair,8.9,54
O-2089662s,LC,2020-3-26 5:10,refuel_check,1.0,23
F-8081733V,WR,2020-1-24 22:1,repair,3.9,3
c-5796367L,ML,2020-3-27 8:15,repair,7.2,37
p22438429U,NR,2020-2-23 5:38,repair,6.5,29
e10695158w,TO,2020-3-25 1:36,reparking,1.0,19
u19644523F,RH,2020-2-4 6:41,repair,6.5,28
G-1964724b,TH,2020-2-9 21:43,reparking,1.0,27
a67229154g,SR,2020-1-25 17:54,reparking,1.0,29
u14638117A,WN,2020-1-3 2:47,repair,6.7,35
g88678216g,AR,2020-1-1 21:57,reparking,1.0,24
G12921056E,VD,2020-3-10 3:6,repair,6.8,33
K-9089430v,SX,2020-2-3 8:45,reparking,1.0,28
e-5805562W,SK,2020-3-11 8:36,refuel_check,1.0,28
q78677693j,ZR,2020-1-12 4:10,reparking,1.0,23
K20941520F,PH,2020-2-9 15:37,reparking,1.0,30
N32430719L,FK,2020-2-9 4:20,reparking,1.0,21
T-1931494b,SG,2020-2-27 2:10,repair,4.8,16
l-1141377S,CK,2020-1-4 22:9,repair,5.5,19
F13192545Q,XJ,2020-2-13 17:38,repair,5.4,13
K-7253573V,YK,2020-1-11 2:51,reparking,1.0,23
f-2195380L,VV,2020-3-16 10:57,reparking,1.0,29
A13983367R,LP,2020-1-22 18:1,repair,6.0,20
d-1208731e,VB,2020-3-27 10:12,repair,4.8,11
E10689597V,TL,2020-2-3 3:24,reparking,5.0,70
z-1765070X,PO,2020-3-16 11:42,reparking,1.0,32
w-1029280i,JO,2020-2-24 5:8,reparking,1.0,27
f21015538f,PX,2020-3-4 7:0,repair,5.0,11
E16848552h,PD,2020-2-4 15:20,repair,6.8,25
s-1194174G,YL,2020-1-19 16:57,reparking,1.0,32
v19622542w,EN,2020-1-10 16:50,reparking,1.0,33
T20813001U,CT,2020-3-3 4:16,repair,6.3,31
r13112137S,IX,2020-2-27 12:0,reparking,1.0,30
F15323913w,NF,2020-1-1 21:46,repair,6.4,27
i-7847314g,TB,2020-1-26 20:11,repair,4.9,12
t38578752d,MB,2020-1-20 14:22,reparking,1.0,34
h-2041660O,KP,2020-1-7 13:14,reparking,1.0,32
i-7675958l,UG,2020-1-25 13:18,refuel,10.0,58
z-1435869q,NG,2020-2-2 8:49,repair,4.9,13
p-2255017N,YO,2020-1-11 4:31,reparking,1.0,23
Y-6535925G,ZB,2020-1-13 20:21,repair,10.0,63
E10817164G,HM,2020-3-25 0:8,repair,10.0,69
J-1113742S,AD,2020-3-6 20:10,refuel_check,1.0,27
z66178432L,PC,2020-2-21 9:27,refuel_check,1.0,30
f-2054559Z,EZ,2020-1-28 2:37,repair,5.8,26
M21428480q,EF,2020-1-9 12:5,refuel_check,1.0,31
A18130070W,PP,2020-1-5 23:17,repair,5.0,33
R93384932a,JG,2020-2-10 2:25,reparking,1.0,20
S45472418H,EM,2020-1-14 9:26,repair,7.0,32
w14795716n,VC,2020-1-30 5:8,reparking,1.0,24
y-2155004p,IF,2020-1-15 7:11,repair,4.0,4
k58875945X,BP,2020-1-20 13:33,reparking,1.0,32
i51467047f,LX,2020-1-7 13:47,repair,3.7,3
C12905383w,YV,2020-3-25 10:50,repair,7.6,36
u-1562836u,GN,2020-2-23 1:17,repair,4.5,14
d-1499264O,CO,2020-2-19 2:1,reparking,1.0,21
M-6381482U,GY,2020-3-26 14:17,refuel_check,1.0,33
K11706281f,MX,2020-1-9 9:34,repair,6.0,22
J-1966936j,PP,2020-2-27 4:11,reparking,1.0,22
p97277001v,ZG,2020-2-26 4:24,reparking,1.0,21
b-1232634R,VT,2020-1-27 23:33,reparking,1.0,23
A-1900042l,DT,2020-3-18 16:47,repair,5.5,13
h20475534X,FW,2020-1-2 0:42,repair,5.2,19
R-1348537L,KS,2020-1-18 8:41,reparking,1.0,30
P33310269L,FG,2020-3-18 14:22,reparking,1.0,31
p98074932P,HK,2020-1-17 13:2,repair,6.0,17
K23027223e,DS,2020-2-1 22:6,refuel,1.0,27
I-1016418u,PK,2020-1-12 9:11,repair,5.1,13
D88344444z,EM,2020-1-21 10:6,reparking,1.0,29
P58511672r,OB,2020-3-29 0:7,refuel_check,1.0,17
f-6608406e,LT,2020-1-11 20:37,repair,5.1,13
w45505269O,HT,2020-2-11 21:10,reparking,1.0,24
X38064587K,QM,2020-3-24 7:33,reparking,1.0,28
N-2165696F,DX,2020-1-24 5:9,repair,3.2,4
m-1316228Q,SS,2020-3-25 5:8,repair,5.4,20
o21869800I,ZG,2020-2-20 12:16,reparking,1.0,31
i-2886682y,ET,2020-1-21 13:11,reparking,9.0,46
S-1358921N,QY,2020-3-5 14:15,repair,4.3,1
y-2901647k,FR,2020-3-22 20:38,reparking,1.0,27
r48172718A,OJ,2020-2-20 17:38,repair,7.0,29
q-1487182h,AB,2020-2-4 9:0,reparking,1.0,28
f-4517248O,LK,2020-2-23 17:57,repair,5.8,18
T89595628a,XK,2020-3-27 14:20,reparking,1.0,35
Z-2109687y,OY,2020-3-8 19:1,reparking,1.0,27
v-9816729Z,TT,2020-3-12 23:12,refuel_check,1.0,23
K14620940o,GM,2020-2-18 7:20,reparking,1.0,27
N-1726327i,JN,2020-3-18 17:20,reparking,1.0,29
R-1015571o,TC,2020-3-2 8:6,oil_change,1.0,26
o-9110587W,UK,2020-2-17 14:18,repair,5.0,10
f43525913Z,CM,2020-1-15 2:47,repair,5.0,22
u12261336F,QL,2020-1-10 5:18,repair,4.5,10
b16129006F,OZ,2020-2-3 5:19,repair,10.0,65
A-1721538a,VY,2020-3-18 12:9,reparking,10.0,59
m41491349u,GV,2020-1-13 1:25,reparking,1.0,19
J79491457w,SP,2020-1-3 12:37,reparking,1.0,31
x13343580w,ZM,2020-3-14 5:13,repair,7.2,38
w-5790710u,GY,2020-1-29 8:16,refuel,1.0,26
O-2222377Z,TF,2020-3-20 22:1,reparking,1.0,23
l-3474389b,QR,2020-2-7 17:14,repair,5.3,9
j18586699W,TT,2020-1-18 1:59,refuel,1.0,19
S10721675C,KP,2020-3-21 14:36,repair,5.0,14
L-1748371J,WP,2020-3-23 0:7,reparking,1.0,18
P-1019884q,AO,2020-3-18 9:2,reparking,1.0,26
b-1924728p,FS,2020-1-2 11:19,refuel,1.0,30
I38773245A,LZ,2020-1-27 1:36,reparking,1.0,21
u15259964F,ZJ,2020-3-23 20:16,reparking,1.0,26
i-2002618e,ZN,2020-3-17 1:4,reparking,1.0,20
r-1093205B,WV,2020-3-17 7:5,repair,5.2,12
k24372320c,XH,2020-2-17 15:30,repair,3.8,6
L-1749801m,QF,2020-3-21 8:10,repair,10.0,48
N10483951b,VC,2020-2-27 16:38,reparking,1.0,29
m-9016178m,MM,2020-3-16 18:2,reparking,1.0,29
Y-1269300M,NC,2020-1-15 22:59,repair,6.2,29
b-4023465w,HD,2020-3-16 7:29,refuel_check,1.0,27
y28247093F,EW,2020-1-22 8:0,repair,3.9,2
p14296940a,KT,2020-2-25 2:52,reparking,1.0,21
W-1536006u,SW,2020-3-4 17:16,repair,5.1,9
l-7638691q,VR,2020-2-9 2:11,repair,4.5,14
v-7261069g,HF,2020-2-9 9:54,refuel,1.0,28
P12327999U,PZ,2020-3-18 5:18,repair,5.3,18
s-2215336y,EB,2020-3-1 11:27,reparking,1.0,29
X13552128w,IK,2020-3-10 4:39,refuel_check,1.0,24
K18787489X,VL,2020-3-15 5:4,repair,5.6,21
u-1610558w,JP,2020-2-13 16:12,repair,4.4,1
F-1424198I,PW,2020-3-13 11:20,repair,3.3,6
O-2283230Y,MB,2020-2-25 12:6,reparking,1.0,31
a10378761Y,PX,2020-2-8 13:34,refuel_check,1.0,33
B-6097000E,QW,2020-3-11 5:57,repair,4.0,8
b28091206k,DT,2020-1-20 23:26,refuel,1.0,25
w-1727439L,DF,2020-3-30 13:24,reparking,1.0,35
q-5271670J,IY,2020-1-29 17:20,reparking,1.0,30
n14331762U,OZ,2020-1-28 22:56,repair,10.0,66
i-2071885N,CN,2020-3-19 13:5,repair,5.0,29
T42238184L,AR,2020-1-1 15:59,repair,3.3,11
U-1298358e,EZ,2020-1-9 13:26,repair,7.2,27
L-1924578I,EM,2020-2-21 21:3,refuel_check,1.0,28
H-1890031K,KN,2020-3-30 15:47,reparking,1.0,31
M11283443a,GV,2020-1-1 5:7,repair,6.6,31
t-1335409s,LX,2020-3-1 18:51,refuel_check,1.0,31
B-1790381b,HW,2020-3-14 3:33,repair,5.0,18
J22037391Y,DG,2020-2-25 17:2,repair,8.0,40
g-1222874V,ZR,2020-2-25 8:33,repair,6.5,25
M-2095669m,OG,2020-1-23 3:41,repair,10.0,68
Q-1888317Y,ZC,2020-1-16 15:8,repair,6.8,23
A-7650056Z,WG,2020-2-3 0:28,repair,4.1,11
o-2007726X,KT,2020-2-8 10:7,repair,10.0,59
F-7066018m,YH,2020-3-28 22:10,refuel_check,10.0,64
j-1474542d,YL,2020-2-11 15:7,repair,5.0,27
G-4998152Q,LP,2020-3-6 23:17,refuel,1.0,23
p36740787D,QF,2020-2-1 17:9,reparking,1.0,30
w-3360902w,RP,2020-3-22 3:26,refuel,1.0,20
Z82302317n,KJ,2020-3-12 3:13,reparking,1.0,19
D53387197K,AH,2020-1-10 13:16,reparking,1.0,29
g-1997866b,YG,2020-2-5 4:0,reparking,1.0,23
s18801959g,FO,2020-1-12 22:38,repair,4.8,10
O-1116026m,KX,2020-2-30 4:49,repair,4.2,10
a-1327017v,GO,2020-2-4 17:46,reparking,1.0,28
z-1194508g,BF,2020-2-8 23:14,repair,4.4,9
T21560454W,DH,2020-3-4 8:43,reparking,10.0,61
H22971297C,BC,2020-2-30 3:48,reparking,1.0,22
B-3413598z,ON,2020-1-19 21:18,refuel_check,1.0,28
c96131700J,XO,2020-2-19 18:22,refuel_check,1.0,27
s-8011046y,MT,2020-3-11 19:1,repair,5.0,16
U15973213W,WP,2020-3-13 6:8,repair,7.0,34
Z11816007p,DR,2020-2-15 12:17,repair,5.0,33
B-4259316m,UK,2020-3-9 4:21,reparking,1.0,24
P35164993z,NS,2020-2-27 0:15,refuel,1.0,20
l-1349820J,FD,2020-3-3 12:55,reparking,1.0,29
D-1008484E,WK,2020-2-13 11:5,repair,5.8,17
R-2948274o,SV,2020-2-23 21:52,reparking,1.0,24
o-1780770o,FY,2020-1-1 9:38,repair,6.5,24
A12568692Y,ID,2020-1-13 4:30,repair,5.5,20
P63973841b,PR,2020-1-29 3:16,repair,6.9,35
z-5617263I,QT,2020-1-30 14:24,repair,5.0,20
w-1350890O,NC,2020-3-10 8:6,repair,4.8,11
M10208049m,ZZ,2020-1-6 10:8,reparking,1.0,29
c-1328664u,VZ,2020-3-16 4:49,repair,6.4,29
r-1140095D,LL,2020-2-9 7:58,reparking,1.0,27
p22201009c,JP,2020-2-4 2:33,reparking,1.0,17
I19994305a,OH,2020-3-1 8:18,reparking,1.0,27
w21104807B,KB,2020-2-14 16:33,refuel_check,1.0,31
n-6604555n,LZ,2020-3-13 14:54,reparking,9.0,48
p36642359W,EK,2020-2-17 14:55,repair,6.4,22
z22596029p,NL,2020-2-8 18:27,repair,10.0,61
c-8926473m,EW,2020-1-30 8:22,repair,5.8,19
A15941630F,BX,2020-2-20 18:54,reparking,1.0,29
R14388702V,WJ,2020-1-15 8:16,reparking,1.0,26
n-1048550o,GD,2020-1-26 7:20,repair,5.0,21
A10851146v,LM,2020-1-21 9:38,repair,6.3,25
u79799419P,PH,2020-3-14 18:25,reparking,1.0,29
Z49218892E,QM,2020-3-24 4:16,reparking,1.0,24
V-1073406u,AH,2020-3-28 17:3,reparking,1.0,30
d-2112406w,IJ,2020-1-2 15:18,reparking,1.0,33
V-9728915a,EV,2020-3-6 3:23,repair,7.6,41
c96102825T,EX,2020-1-22 14:57,repair,7.0,24
e-1228757n,XZ,2020-2-7 18:22,reparking,1.0,29
P-2041199z,OB,2020-3-6 19:26,repair,7.3,33
R15066591E,OP,2020-2-15 8:22,refuel_check,1.0,25
p17325319H,BJ,2020-2-12 3:35,repair,5.0,19
z56003561k,QT,2020-2-1 3:27,repair,4.5,12
s-1689007T,QV,2020-3-21 22:10,repair,6.6,32
t-2197360k,ZL,2020-3-17 20:22,reparking,1.0,26
G-4985978n,GR,2020-3-17 14:5,repair,4.6,3
Q39818857Y,XD,2020-2-24 18:58,repair,6.4,26
r16294059S,IB,2020-1-11 5:43,reparking,8.0,44
h-1998519z,LB,2020-1-25 7:20,repair,7.3,36
T-1861418l,OH,2020-2-7 18:1,reparking,1.0,29
U-6212557F,HP,2020-1-17 9:20,repair,4.5,7
K-8425830Q,TJ,2020-3-16 17:47,reparking,8.0,42
u13437959M,YH,2020-2-9 18:45,reparking,1.0,27
M15430763y,GY,2020-3-11 0:28,reparking,1.0,17
V-2074579X,EO,2020-2-1 6:9,repair,5.0,39
x21906434L,QW,2020-2-12 9:55,repair,5.0,14
x90842212V,IV,2020-3-16 8:8,repair,5.2,15
Z-7742856C,JH,2020-1-27 2:28,repair,4.3,11
P-3929445q,IM,2020-1-29 6:11,refuel,1.0,26
n-2837743g,FB,2020-2-1 23:20,refuel_check,1.0,24
L10623696e,HR,2020-3-29 10:55,refuel_check,1.0,31
g-1249815S,RB,2020-3-25 6:22,reparking,1.0,27
D15509184U,ST,2020-3-19 21:6,reparking,1.0,22
N-1526726d,EM,2020-2-6 2:14,repair,5.0,32
D-4712260c,ZY,2020-1-1 2:2,repair,4.4,11
Y-1242554C,QP,2020-1-21 10:50,repair,6.9,33
W-9551883X,IL,2020-3-20 2:26,refuel,9.0,57
x11273898z,DN,2020-1-2 13:7,repair,5.0,12
t19157053h,WO,2020-3-8 18:51,repair,5.2,13
a17222056W,TS,2020-3-7 14:32,reparking,1.0,32
s27214304y,NO,2020-3-22 12:7,reparking,1.0,30
m-2086369j,PH,2020-2-12 5:15,repair,4.8,14
a-1296325M,RX,2020-2-23 4:26,reparking,1.0,25
v-1923353f,SB,2020-1-10 19:24,repair,5.0,33
k16185001q,VW,2020-3-23 0:19,repair,5.8,27
w33168720l,NK,2020-1-29 0:35,repair,5.0,36
Q-1492285k,AT,2020-3-15 19:12,repair,4.3,4
N-9452332x,MM,2020-3-19 9:12,reparking,1.0,28
P-7667678B,PW,2020-3-21 5:8,reparking,1.0,25
I13894787U,IY,2020-3-8 9:41,reparking,1.0,26
A65205208z,XR,2020-1-30 12:12,reparking,1.0,31
c-1729585F,KD,2020-1-25 1:5,repair,10.0,67
I69261244y,DS,2020-3-5 9:32,reparking,1.0,28
B-2051518V,OO,2020-1-4 7:8,repair,6.1,23
C-3016941F,SS,2020-1-9 11:39,reparking,1.0,30
i90456198D,AO,2020-2-22 20:0,reparking,1.0,30
n47427969O,OP,2020-2-24 20:3,repair,4.0,2
q53435481a,LN,2020-2-15 13:47,refuel,1.0,31
D-1231501x,UD,2020-1-3 18:13,reparking,1.0,30
f11409987C,XN,2020-2-19 11:35,reparking,1.0,29
e40587429i,RF,2020-1-26 3:4,repair,8.6,51
